,Count,placeID,ave_rating,latitude,longitude,Service
0,56,135032,1.3,22.152480999999998,-100.973486,Cafeteria
1,56,135032,1.3,22.152480999999998,-100.973486,Contemporary
2,56,135032,1.3,22.152480999999998,-100.973486,Cafeteria
3,56,135032,1.3,22.152480999999998,-100.973486,Contemporary
4,56,135032,0.0,22.152480999999998,-100.973486,Cafeteria
5,56,135032,0.0,22.152480999999998,-100.973486,Contemporary
6,56,135032,2.7,22.152480999999998,-100.973486,Cafeteria
7,56,135032,2.7,22.152480999999998,-100.973486,Contemporary
8,56,135032,0.0,22.152480999999998,-100.973486,Cafeteria
9,56,135032,0.0,22.152480999999998,-100.973486,Contemporary
10,56,135032,0.3,22.152480999999998,-100.973486,Cafeteria
11,56,135032,0.3,22.152480999999998,-100.973486,Contemporary
12,56,135032,0.7,22.152480999999998,-100.973486,Cafeteria
13,56,135032,0.7,22.152480999999998,-100.973486,Contemporary
14,56,135032,0.3,22.152480999999998,-100.973486,Cafeteria
15,56,135032,0.3,22.152480999999998,-100.973486,Contemporary
16,56,135032,0.7,22.152480999999998,-100.973486,Cafeteria
17,56,135032,0.7,22.152480999999998,-100.973486,Contemporary
18,56,135032,0.3,22.152480999999998,-100.973486,Cafeteria
19,56,135032,0.3,22.152480999999998,-100.973486,Contemporary
20,56,135032,2.7,22.152480999999998,-100.973486,Cafeteria
21,56,135032,2.7,22.152480999999998,-100.973486,Contemporary
22,56,135032,0.0,22.152480999999998,-100.973486,Cafeteria
23,56,135032,0.0,22.152480999999998,-100.973486,Contemporary
24,56,135032,1.3,22.152480999999998,-100.973486,Cafeteria
25,56,135032,1.3,22.152480999999998,-100.973486,Contemporary
26,56,135032,0.3,22.152480999999998,-100.973486,Cafeteria
27,56,135032,0.3,22.152480999999998,-100.973486,Contemporary
28,56,135032,2.7,22.152480999999998,-100.973486,Cafeteria
29,56,135032,2.7,22.152480999999998,-100.973486,Contemporary
30,56,135032,2.7,22.152480999999998,-100.973486,Cafeteria
31,56,135032,2.7,22.152480999999998,-100.973486,Contemporary
32,56,135032,0.0,22.152480999999998,-100.973486,Cafeteria
33,56,135032,0.0,22.152480999999998,-100.973486,Contemporary
34,56,135032,0.7,22.152480999999998,-100.973486,Cafeteria
35,56,135032,0.7,22.152480999999998,-100.973486,Contemporary
36,56,135032,0.0,22.152480999999998,-100.973486,Cafeteria
37,56,135032,0.0,22.152480999999998,-100.973486,Contemporary
38,56,135032,2.7,22.152480999999998,-100.973486,Cafeteria
39,56,135032,2.7,22.152480999999998,-100.973486,Contemporary
40,56,135032,0.0,22.152480999999998,-100.973486,Cafeteria
